record_id,golden_id,cpse_source,raw_description,unspsc_code,unit_price_inr
REC_2691,6,BPCL,"CS, WELD NECK FLANGE, 8 "", 600",30181900,15000
REC_2692,6,BPCL,"CLASS 600, WELD NECK FLANGE, 8 IN, C.S.",30181900,15000
REC_2693,6,BPCL,"8 "", 600, C.S., WELD NECK FLANGE",30181900,15000
REC_2694,6,OIL,"8 IN, CL-600, CS, WELD NECK FLANGE",30181900,15000
REC_2695,6,OIL,"CARBON STEEL, WELD NECK FLANGE, 8 "", 600",30181900,15000
REC_2696,6,ONGC,"8 IN, WELD NECK FLANGE, C.S., CLASS 600",30181900,15000
REC_2697,6,IOCL,"CL 600, CARBON STEEL, WELD NECK FLANGE, 8 IN",30181900,15000
REC_2698,6,IOCL,"8 "", C.S., CL-600, WELD NECK FLANGE",30181900,15000
REC_2699,6,OIL,"WELD NECK FLANGE, 8 IN, CS, 600",30181900,15000
REC_2700,6,IOCL,"8 INCH, CARBON STEEL, CLASS 600, WELD NECK FLANGE",30181900,15000
REC_2701,6,IOCL,"8 IN, WELD NECK FLANGE, CLASS 600, CS",30181900,15000
REC_2702,6,BPCL,"CL-600, 8 IN, CARBON STEEL, WELD NECK FLANGE",30181900,15000
REC_2703,6,BPCL,"CL-600, WELD NECK FLANGE, 8 INCH, C.S.",30181900,15000
REC_2704,6,BPCL,"600, CARBON STEEL, 8 INCH, WELD NECK FLANGE",30181900,15000
REC_2705,6,OIL,"CS, CLASS 600, WELD NECK FLANGE, 8 IN",30181900,15000
REC_2706,6,OIL,"WELD NECK FLANGE, CL 600, CARBON STEEL, 8 INCH",30181900,15000
REC_2707,6,OIL,"CL-600, 8 "", WELD NECK FLANGE, CARBON STEEL",30181900,15000
REC_2708,6,ONGC,"WELD NECK FLANGE, 8 INCH, CARBON STEEL, CL-600",30181900,15000
REC_2709,6,OIL,"C.S., 8 "", CL 600, WELD NECK FLANGE",30181900,15000
REC_2710,6,IOCL,"CARBON STEEL, CL-600, 8 INCH, WELD NECK FLANGE",30181900,15000
REC_2711,6,OIL,"8 IN, WELD NECK FLANGE, C.S., CL 600",30181900,15000
REC_2712,6,BPCL,"8 "", CS, WELD NECK FLANGE, CL-600",30181900,15000
REC_2713,6,IOCL,"WELD NECK FLANGE, CS, CL 600, 8 IN",30181900,15000
REC_2714,6,BPCL,"CLASS 600, C.S., WELD NECK FLANGE, 8 """,30181900,15000
REC_2715,6,ONGC,"CS, WELD NECK FLANGE, 8 IN, CLASS 600",30181900,15000
REC_2716,6,IOCL,"WELD NECK FLANGE, 8 "", 600, C.S.",30181900,15000
REC_2717,6,OIL,"WELD NECK FLANGE, 600, CS, 8 INCH",30181900,15000
REC_2718,6,IOCL,"CLASS 600, C.S., 8 "", WELD NECK FLANGE",30181900,15000
REC_2719,6,IOCL,"8 INCH, WELD NECK FLANGE, CL-600, CARBON STEEL",30181900,15000
REC_2720,6,BPCL,"WELD NECK FLANGE, CARBON STEEL, 8 INCH, CLASS 600",30181900,15000
REC_2721,6,OIL,"C.S., 8 IN, WELD NECK FLANGE, CLASS 600",30181900,15000
REC_2722,6,OIL,"CARBON STEEL, CLASS 600, WELD NECK FLANGE, 8 INCH",30181900,15000
REC_2723,6,OIL,"C.S., CL-600, WELD NECK FLANGE, 8 INCH",30181900,15000
REC_2724,6,IOCL,"8 IN, CL 600, CS, WELD NECK FLANGE",30181900,15000
REC_2725,6,BPCL,"600, C.S., 8 IN, WELD NECK FLANGE",30181900,15000
REC_2726,6,ONGC,"8 IN, WELD NECK FLANGE, CS, 600",30181900,15000
REC_2727,6,OIL,"8 IN, CL-600, CS, WELD NECK FLANGE",30181900,15000
REC_2728,6,ONGC,"CS, WELD NECK FLANGE, 8 IN, 600",30181900,15000
REC_2729,6,IOCL,"8 IN, CS, CL 600, WELD NECK FLANGE",30181900,15000
REC_2730,6,IOCL,"WELD NECK FLANGE, 8 "", CL 600, CARBON STEEL",30181900,15000
REC_2731,6,IOCL,"WELD NECK FLANGE, 600, 8 INCH, CARBON STEEL",30181900,15000
REC_2732,6,IOCL,"600, CS, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2733,6,ONGC,"CARBON STEEL, 8 "", WELD NECK FLANGE, 600",30181900,15000
REC_2734,6,IOCL,"8 IN, CS, 600, WELD NECK FLANGE",30181900,15000
REC_2735,6,IOCL,"CARBON STEEL, 8 IN, WELD NECK FLANGE, 600",30181900,15000
REC_2736,6,BPCL,"8 IN, CLASS 600, CS, WELD NECK FLANGE",30181900,15000
REC_2737,6,IOCL,"WELD NECK FLANGE, 8 IN, CL-600, CS",30181900,15000
REC_2738,6,IOCL,"C.S., WELD NECK FLANGE, 8 INCH, CLASS 600",30181900,15000
REC_2739,6,IOCL,"CLASS 600, C.S., WELD NECK FLANGE, 8 INCH",30181900,15000
REC_2740,6,ONGC,"CS, WELD NECK FLANGE, CLASS 600, 8 IN",30181900,15000
REC_2741,6,BPCL,"8 IN, WELD NECK FLANGE, CS, CLASS 600",30181900,15000
REC_2742,6,IOCL,"WELD NECK FLANGE, CS, 8 IN, CL 600",30181900,15000
REC_2743,6,IOCL,"C.S., 8 INCH, WELD NECK FLANGE, CL 600",30181900,15000
REC_2744,6,ONGC,"WELD NECK FLANGE, CL 600, 8 IN, CS",30181900,15000
REC_2745,6,OIL,"CL-600, WELD NECK FLANGE, CS, 8 IN",30181900,15000
REC_2746,6,ONGC,"WELD NECK FLANGE, CLASS 600, C.S., 8 INCH",30181900,15000
REC_2747,6,IOCL,"WELD NECK FLANGE, CL-600, CS, 8 """,30181900,15000
REC_2748,6,IOCL,"8 INCH, WELD NECK FLANGE, CL 600, CS",30181900,15000
REC_2749,6,BPCL,"WELD NECK FLANGE, CLASS 600, CARBON STEEL, 8 IN",30181900,15000
REC_2750,6,ONGC,"8 IN, CS, CL-600, WELD NECK FLANGE",30181900,15000
REC_2751,6,OIL,"CARBON STEEL, CL 600, WELD NECK FLANGE, 8 """,30181900,15000
REC_2752,6,BPCL,"CL 600, CARBON STEEL, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2753,6,IOCL,"8 IN, WELD NECK FLANGE, C.S., 600",30181900,15000
REC_2754,6,OIL,"C.S., CLASS 600, WELD NECK FLANGE, 8 IN",30181900,15000
REC_2755,6,ONGC,"8 "", CL 600, CARBON STEEL, WELD NECK FLANGE",30181900,15000
REC_2756,6,OIL,"WELD NECK FLANGE, 8 "", CARBON STEEL, CLASS 600",30181900,15000
REC_2757,6,BPCL,"WELD NECK FLANGE, CARBON STEEL, CLASS 600, 8 INCH",30181900,15000
REC_2758,6,IOCL,"WELD NECK FLANGE, CL 600, 8 IN, CARBON STEEL",30181900,15000
REC_2759,6,OIL,"CL-600, 8 INCH, WELD NECK FLANGE, CARBON STEEL",30181900,15000
REC_2760,6,ONGC,"CLASS 600, WELD NECK FLANGE, CARBON STEEL, 8 INCH",30181900,15000
REC_2761,6,BPCL,"600, 8 IN, WELD NECK FLANGE, C.S.",30181900,15000
REC_2762,6,OIL,"C.S., 600, WELD NECK FLANGE, 8 """,30181900,15000
REC_2763,6,OIL,"WELD NECK FLANGE, 8 IN, CLASS 600, CARBON STEEL",30181900,15000
REC_2764,6,BPCL,"CL 600, CARBON STEEL, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2765,6,IOCL,"WELD NECK FLANGE, 8 "", CLASS 600, CS",30181900,15000
REC_2766,6,OIL,"CLASS 600, CS, 8 INCH, WELD NECK FLANGE",30181900,15000
REC_2767,6,ONGC,"8 INCH, CL-600, WELD NECK FLANGE, CS",30181900,15000
REC_2768,6,IOCL,"600, 8 INCH, CS, WELD NECK FLANGE",30181900,15000
REC_2769,6,OIL,"CL 600, C.S., 8 "", WELD NECK FLANGE",30181900,15000
REC_2770,6,BPCL,"WELD NECK FLANGE, 8 IN, CL-600, CS",30181900,15000
REC_2771,6,OIL,"CS, WELD NECK FLANGE, 600, 8 IN",30181900,15000
REC_2772,6,IOCL,"8 IN, CS, 600, WELD NECK FLANGE",30181900,15000
REC_2773,6,ONGC,"CS, WELD NECK FLANGE, CL-600, 8 IN",30181900,15000
REC_2774,6,IOCL,"C.S., WELD NECK FLANGE, 8 IN, CLASS 600",30181900,15000
REC_2775,6,OIL,"WELD NECK FLANGE, CLASS 600, CS, 8 """,30181900,15000
REC_2776,6,ONGC,"WELD NECK FLANGE, C.S., 8 "", CL-600",30181900,15000
REC_2777,6,BPCL,"CARBON STEEL, WELD NECK FLANGE, CLASS 600, 8 """,30181900,15000
REC_2778,6,IOCL,"WELD NECK FLANGE, CL-600, 8 IN, CS",30181900,15000
REC_2779,6,BPCL,"8 IN, C.S., WELD NECK FLANGE, CL-600",30181900,15000
REC_2780,6,IOCL,"WELD NECK FLANGE, CLASS 600, 8 IN, C.S.",30181900,15000
REC_2781,6,IOCL,"CLASS 600, CARBON STEEL, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2782,6,BPCL,"600, CARBON STEEL, WELD NECK FLANGE, 8 IN",30181900,15000
REC_2783,6,OIL,"8 "", CL 600, CARBON STEEL, WELD NECK FLANGE",30181900,15000
REC_2784,6,IOCL,"CARBON STEEL, WELD NECK FLANGE, 600, 8 """,30181900,15000
REC_2785,6,ONGC,"CLASS 600, WELD NECK FLANGE, CS, 8 INCH",30181900,15000
REC_2786,6,OIL,"C.S., WELD NECK FLANGE, 8 "", CL-600",30181900,15000
REC_2787,6,OIL,"CS, CL 600, 8 "", WELD NECK FLANGE",30181900,15000
REC_2788,6,IOCL,"CL-600, C.S., WELD NECK FLANGE, 8 IN",30181900,15000
REC_2789,6,BPCL,"CARBON STEEL, CL 600, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2790,6,OIL,"WELD NECK FLANGE, 8 "", CL-600, CARBON STEEL",30181900,15000
REC_2791,6,ONGC,"CL 600, CARBON STEEL, WELD NECK FLANGE, 8 IN",30181900,15000
REC_2792,6,IOCL,"WELD NECK FLANGE, 8 IN, CS, 600",30181900,15000
REC_2793,6,ONGC,"WELD NECK FLANGE, C.S., 8 IN, 600",30181900,15000
REC_2794,6,OIL,"CL-600, WELD NECK FLANGE, 8 IN, CS",30181900,15000
REC_2795,6,ONGC,"600, WELD NECK FLANGE, 8 IN, CARBON STEEL",30181900,15000
REC_2796,6,IOCL,"WELD NECK FLANGE, CL-600, CARBON STEEL, 8 IN",30181900,15000
REC_2797,6,ONGC,"WELD NECK FLANGE, CL-600, 8 IN, CS",30181900,15000
REC_2798,6,ONGC,"8 IN, CARBON STEEL, WELD NECK FLANGE, CLASS 600",30181900,15000
REC_2799,6,OIL,"WELD NECK FLANGE, CARBON STEEL, 8 "", CL 600",30181900,15000
REC_2800,6,IOCL,"CARBON STEEL, 8 INCH, WELD NECK FLANGE, CLASS 600",30181900,15000
REC_2801,6,BPCL,"CARBON STEEL, 8 IN, CL-600, WELD NECK FLANGE",30181900,15000
REC_2802,6,IOCL,"WELD NECK FLANGE, C.S., 8 "", 600",30181900,15000
REC_2803,6,ONGC,"8 INCH, 600, C.S., WELD NECK FLANGE",30181900,15000
REC_2804,6,ONGC,"CARBON STEEL, 8 IN, CL 600, WELD NECK FLANGE",30181900,15000
REC_2805,6,BPCL,"600, C.S., WELD NECK FLANGE, 8 IN",30181900,15000
REC_2806,6,ONGC,"8 INCH, CL 600, WELD NECK FLANGE, CARBON STEEL",30181900,15000
REC_2807,6,OIL,"WELD NECK FLANGE, 8 IN, C.S., CLASS 600",30181900,15000
REC_2808,6,OIL,"8 "", CS, WELD NECK FLANGE, CL 600",30181900,15000
REC_2809,6,ONGC,"WELD NECK FLANGE, C.S., 8 IN, CL 600",30181900,15000
REC_2810,6,ONGC,"8 INCH, WELD NECK FLANGE, 600, C.S.",30181900,15000
REC_2811,6,BPCL,"WELD NECK FLANGE, CLASS 600, 8 IN, CS",30181900,15000
REC_2812,6,ONGC,"8 IN, CS, 600, WELD NECK FLANGE",30181900,15000
REC_2813,6,OIL,"WELD NECK FLANGE, CL 600, 8 IN, CARBON STEEL",30181900,15000
REC_2814,6,ONGC,"8 INCH, WELD NECK FLANGE, CARBON STEEL, CL-600",30181900,15000
REC_2815,6,BPCL,"CARBON STEEL, WELD NECK FLANGE, 8 "", CLASS 600",30181900,15000
REC_2816,6,BPCL,"CS, WELD NECK FLANGE, 8 INCH, CL-600",30181900,15000
REC_2817,6,ONGC,"CS, WELD NECK FLANGE, CL-600, 8 IN",30181900,15000
REC_2818,6,BPCL,"CS, 8 IN, CL 600, WELD NECK FLANGE",30181900,15000
REC_2819,6,ONGC,"C.S., CL-600, 8 "", WELD NECK FLANGE",30181900,15000
REC_2820,6,IOCL,"8 IN, CARBON STEEL, 600, WELD NECK FLANGE",30181900,15000
REC_2821,6,BPCL,"8 INCH, CS, CL 600, WELD NECK FLANGE",30181900,15000
REC_2822,6,ONGC,"600, 8 IN, CS, WELD NECK FLANGE",30181900,15000
REC_2823,6,OIL,"CARBON STEEL, 600, 8 "", WELD NECK FLANGE",30181900,15000
REC_2824,6,BPCL,"WELD NECK FLANGE, CARBON STEEL, 8 "", CL-600",30181900,15000
REC_2825,6,BPCL,"WELD NECK FLANGE, C.S., CLASS 600, 8 INCH",30181900,15000
REC_2826,6,OIL,"8 IN, CARBON STEEL, CL-600, WELD NECK FLANGE",30181900,15000
REC_2827,6,OIL,"CL-600, CARBON STEEL, 8 "", WELD NECK FLANGE",30181900,15000
REC_2828,6,BPCL,"CLASS 600, 8 IN, C.S., WELD NECK FLANGE",30181900,15000
REC_2829,6,OIL,"C.S., 8 IN, WELD NECK FLANGE, 600",30181900,15000
REC_2830,6,IOCL,"WELD NECK FLANGE, CS, 8 "", CLASS 600",30181900,15000
REC_2831,6,BPCL,"8 IN, WELD NECK FLANGE, CLASS 600, CS",30181900,15000
REC_2832,6,IOCL,"8 IN, CL 600, WELD NECK FLANGE, CARBON STEEL",30181900,15000
REC_2833,6,OIL,"CLASS 600, WELD NECK FLANGE, C.S., 8 IN",30181900,15000
REC_2834,6,ONGC,"WELD NECK FLANGE, 8 "", 600, CS",30181900,15000
REC_2835,6,BPCL,"WELD NECK FLANGE, CS, CL-600, 8 """,30181900,15000
REC_2836,6,ONGC,"WELD NECK FLANGE, 8 IN, CL 600, CARBON STEEL",30181900,15000
REC_2837,6,IOCL,"CLASS 600, CARBON STEEL, 8 INCH, WELD NECK FLANGE",30181900,15000
REC_2838,6,ONGC,"CL-600, WELD NECK FLANGE, 8 IN, CARBON STEEL",30181900,15000
REC_2839,6,OIL,"CL 600, CARBON STEEL, WELD NECK FLANGE, 8 INCH",30181900,15000
REC_2840,6,ONGC,"CLASS 600, CARBON STEEL, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2841,6,IOCL,"WELD NECK FLANGE, CL 600, C.S., 8 INCH",30181900,15000
REC_2842,6,IOCL,"CARBON STEEL, 600, WELD NECK FLANGE, 8 IN",30181900,15000
REC_2843,6,IOCL,"C.S., 8 INCH, CLASS 600, WELD NECK FLANGE",30181900,15000
REC_2844,6,OIL,"8 INCH, C.S., WELD NECK FLANGE, CLASS 600",30181900,15000
REC_2845,6,BPCL,"CL 600, CARBON STEEL, WELD NECK FLANGE, 8 """,30181900,15000
REC_2846,6,OIL,"CL 600, 8 "", WELD NECK FLANGE, CARBON STEEL",30181900,15000
REC_2847,6,IOCL,"600, 8 IN, WELD NECK FLANGE, C.S.",30181900,15000
REC_2848,6,OIL,"8 IN, 600, CS, WELD NECK FLANGE",30181900,15000
REC_2849,6,IOCL,"WELD NECK FLANGE, CS, CL-600, 8 IN",30181900,15000
REC_2850,6,IOCL,"8 INCH, CARBON STEEL, WELD NECK FLANGE, CL 600",30181900,15000
REC_2851,6,OIL,"WELD NECK FLANGE, CL 600, C.S., 8 IN",30181900,15000
REC_2852,6,ONGC,"CARBON STEEL, 8 IN, 600, WELD NECK FLANGE",30181900,15000
REC_2853,6,OIL,"WELD NECK FLANGE, 8 "", CL 600, C.S.",30181900,15000
REC_2854,6,ONGC,"8 "", CL 600, CARBON STEEL, WELD NECK FLANGE",30181900,15000
REC_2855,6,OIL,"600, 8 IN, CARBON STEEL, WELD NECK FLANGE",30181900,15000
REC_2856,6,OIL,"C.S., 8 INCH, 600, WELD NECK FLANGE",30181900,15000
REC_2857,6,OIL,"CARBON STEEL, 8 INCH, WELD NECK FLANGE, 600",30181900,15000
REC_2858,6,IOCL,"CARBON STEEL, 8 IN, 600, WELD NECK FLANGE",30181900,15000
REC_2859,6,BPCL,"C.S., CL-600, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2860,6,IOCL,"CL 600, WELD NECK FLANGE, CARBON STEEL, 8 INCH",30181900,15000
REC_2861,6,OIL,"WELD NECK FLANGE, 8 "", CL 600, CARBON STEEL",30181900,15000
REC_2862,6,IOCL,"CLASS 600, WELD NECK FLANGE, 8 IN, CS",30181900,15000
REC_2863,6,OIL,"CS, 8 "", WELD NECK FLANGE, CL 600",30181900,15000
REC_2864,6,BPCL,"C.S., 600, WELD NECK FLANGE, 8 IN",30181900,15000
REC_2865,6,OIL,"C.S., CL 600, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2866,6,OIL,"CL-600, 8 IN, C.S., WELD NECK FLANGE",30181900,15000
REC_2867,6,OIL,"WELD NECK FLANGE, CL 600, C.S., 8 IN",30181900,15000
REC_2868,6,OIL,"WELD NECK FLANGE, 8 INCH, CARBON STEEL, CLASS 600",30181900,15000
REC_2869,6,BPCL,"8 IN, C.S., WELD NECK FLANGE, CLASS 600",30181900,15000
REC_2870,6,ONGC,"CL-600, WELD NECK FLANGE, C.S., 8 IN",30181900,15000
REC_2871,6,OIL,"8 IN, CL-600, C.S., WELD NECK FLANGE",30181900,15000
REC_2872,6,ONGC,"8 IN, CL 600, CS, WELD NECK FLANGE",30181900,15000
REC_2873,6,IOCL,"8 "", CARBON STEEL, WELD NECK FLANGE, 600",30181900,15000
REC_2874,6,IOCL,"CLASS 600, WELD NECK FLANGE, 8 INCH, CARBON STEEL",30181900,15000
REC_2875,6,OIL,"WELD NECK FLANGE, CARBON STEEL, CL-600, 8 IN",30181900,15000
REC_2876,6,BPCL,"8 IN, CS, WELD NECK FLANGE, CL 600",30181900,15000
REC_2877,6,IOCL,"C.S., CL-600, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2878,6,BPCL,"CL 600, 8 INCH, CS, WELD NECK FLANGE",30181900,15000
REC_2879,6,BPCL,"WELD NECK FLANGE, CLASS 600, 8 INCH, C.S.",30181900,15000
REC_2880,6,BPCL,"CARBON STEEL, 8 IN, CLASS 600, WELD NECK FLANGE",30181900,15000
REC_2881,6,ONGC,"WELD NECK FLANGE, 8 IN, CL-600, C.S.",30181900,15000
REC_2882,6,BPCL,"8 "", CARBON STEEL, WELD NECK FLANGE, 600",30181900,15000
REC_2883,6,IOCL,"WELD NECK FLANGE, CL-600, CARBON STEEL, 8 IN",30181900,15000
REC_2884,6,IOCL,"CLASS 600, 8 IN, WELD NECK FLANGE, CS",30181900,15000
REC_2885,6,OIL,"WELD NECK FLANGE, CS, 8 IN, 600",30181900,15000
REC_2886,6,OIL,"C.S., WELD NECK FLANGE, 8 IN, 600",30181900,15000
REC_2887,6,OIL,"WELD NECK FLANGE, 600, CS, 8 INCH",30181900,15000
REC_2888,6,ONGC,"8 IN, CARBON STEEL, CL 600, WELD NECK FLANGE",30181900,15000
REC_2889,6,OIL,"CS, 8 IN, CLASS 600, WELD NECK FLANGE",30181900,15000
REC_2890,6,OIL,"C.S., 8 IN, CL-600, WELD NECK FLANGE",30181900,15000
REC_2891,6,IOCL,"CS, CLASS 600, 8 IN, WELD NECK FLANGE",30181900,15000
REC_2892,6,IOCL,"WELD NECK FLANGE, 8 "", CARBON STEEL, CL-600",30181900,15000
REC_2893,6,OIL,"8 "", CARBON STEEL, CLASS 600, WELD NECK FLANGE",30181900,15000
REC_2894,6,BPCL,"8 "", WELD NECK FLANGE, CARBON STEEL, 600",30181900,15000
REC_2895,6,IOCL,"8 "", CL 600, WELD NECK FLANGE, C.S.",30181900,15000
REC_2896,6,OIL,"CL-600, C.S., WELD NECK FLANGE, 8 IN",30181900,15000
REC_2897,6,BPCL,"CLASS 600, CS, WELD NECK FLANGE, 8 IN",30181900,15000
REC_2898,6,OIL,"C.S., 8 INCH, CLASS 600, WELD NECK FLANGE",30181900,15000
REC_2899,6,ONGC,"WELD NECK FLANGE, CL 600, CS, 8 """,30181900,15000
REC_2900,6,IOCL,"CS, 8 "", WELD NECK FLANGE, CL 600",30181900,15000
REC_2901,6,OIL,"600, WELD NECK FLANGE, CARBON STEEL, 8 IN",30181900,15000
REC_2902,6,ONGC,"CLASS 600, WELD NECK FLANGE, 8 IN, CS",30181900,15000
REC_2903,6,IOCL,"8 IN, CARBON STEEL, WELD NECK FLANGE, CLASS 600",30181900,15000
REC_2904,6,OIL,"CS, WELD NECK FLANGE, 8 "", CL 600",30181900,15000
REC_2905,6,IOCL,"8 IN, CL-600, C.S., WELD NECK FLANGE",30181900,15000
REC_2906,6,OIL,"CL 600, WELD NECK FLANGE, 8 "", CARBON STEEL",30181900,15000
REC_2907,6,OIL,"CL-600, WELD NECK FLANGE, CARBON STEEL, 8 """,30181900,15000
REC_2908,6,OIL,"CL 600, WELD NECK FLANGE, 8 IN, CS",30181900,15000
REC_2909,6,BPCL,"8 INCH, CL 600, CS, WELD NECK FLANGE",30181900,15000
REC_2910,6,IOCL,"CS, WELD NECK FLANGE, CL 600, 8 INCH",30181900,15000
REC_2911,6,ONGC,"WELD NECK FLANGE, CS, CL 600, 8 INCH",30181900,15000
REC_2912,6,ONGC,"8 "", 600, WELD NECK FLANGE, C.S.",30181900,15000
REC_2913,6,OIL,"CARBON STEEL, WELD NECK FLANGE, CL 600, 8 IN",30181900,15000
REC_2914,6,BPCL,"8 IN, CARBON STEEL, CLASS 600, WELD NECK FLANGE",30181900,15000
REC_2915,6,IOCL,"600, 8 INCH, WELD NECK FLANGE, CS",30181900,15000
REC_2916,6,BPCL,"CARBON STEEL, 8 IN, WELD NECK FLANGE, CL 600",30181900,15000
REC_2917,6,OIL,"CL 600, 8 INCH, WELD NECK FLANGE, CARBON STEEL",30181900,15000
REC_2918,6,IOCL,"C.S., CL 600, WELD NECK FLANGE, 8 """,30181900,15000
REC_2919,6,ONGC,"CS, 8 INCH, CL-600, WELD NECK FLANGE",30181900,15000
REC_2920,7,IOCL,"CL 300, SS316, 4 "", SPIRAL WOUND GASKET",31201509,3500
REC_2921,7,OIL,"CL-300LB, SPIRAL WOUND GASKET, SS316, 100 MM",31201509,3500
REC_2922,7,ONGC,"SPIRAL WOUND GASKET, 4 INCH, SS316, CL 300#",31201509,3500
REC_2923,7,OIL,"SS316, SPIRAL WOUND GASKET, CL-300#, 4 INCH",31201509,3500
REC_2924,7,BPCL,"SS316, 300LB, 100 MM, SPIRAL WOUND GASKET",31201509,3500
REC_2925,7,ONGC,"CL-300LB, SPIRAL WOUND GASKET, 4 INCH, SS316",31201509,3500
REC_2926,7,OIL,"SS316, SPIRAL WOUND GASKET, 300LB, 100 MM",31201509,3500
REC_2927,7,IOCL,"300LB, SPIRAL WOUND GASKET, 4 "", SS316",31201509,3500
REC_2928,7,OIL,"4 "", SPIRAL WOUND GASKET, CL-300LB, SS316",31201509,3500
REC_2929,7,ONGC,"4 "", SPIRAL WOUND GASKET, 300#, SS316",31201509,3500
REC_2930,7,BPCL,"SPIRAL WOUND GASKET, CL-300LB, SS316, 4 IN",31201509,3500
REC_2931,7,BPCL,"4 "", SS316, CL-300#, SPIRAL WOUND GASKET",31201509,3500
REC_2932,7,ONGC,"CL 300, SS316, SPIRAL WOUND GASKET, 100 MM",31201509,3500
REC_2933,7,OIL,"100 MM, CLASS 300, SPIRAL WOUND GASKET, SS316",31201509,3500
REC_2934,7,ONGC,"SPIRAL WOUND GASKET, SS316, 4 "", CL 300",31201509,3500
REC_2935,7,IOCL,"CL 300#, SS316, SPIRAL WOUND GASKET, 100 MM",31201509,3500
REC_2936,7,IOCL,"CL 300, SPIRAL WOUND GASKET, SS316, 4 """,31201509,3500
REC_2937,7,OIL,"100 MM, SPIRAL WOUND GASKET, CLASS 300LB, SS316",31201509,3500
REC_2938,7,ONGC,"SPIRAL WOUND GASKET, 4 "", CL-300LB, SS316",31201509,3500
REC_2939,7,OIL,"CL 300#, 4 "", SPIRAL WOUND GASKET, SS316",31201509,3500
REC_2940,7,OIL,"4 IN, CLASS 300LB, SS316, SPIRAL WOUND GASKET",31201509,3500
REC_2941,7,ONGC,"CL-300#, SS316, SPIRAL WOUND GASKET, 4 IN",31201509,3500
REC_2942,7,ONGC,"SS316, CLASS 300#, 4 INCH, SPIRAL WOUND GASKET",31201509,3500
REC_2943,7,BPCL,"SS316, CLASS 300, 4 IN, SPIRAL WOUND GASKET",31201509,3500
REC_2944,7,BPCL,"4 IN, CLASS 300LB, SS316, SPIRAL WOUND GASKET",31201509,3500
REC_2945,7,IOCL,"4 IN, CL 300#, SS316, SPIRAL WOUND GASKET",31201509,3500
REC_2946,7,BPCL,"SS316, 100 MM, SPIRAL WOUND GASKET, CL 300#",31201509,3500
REC_2947,7,IOCL,"SPIRAL WOUND GASKET, SS316, CL 300#, 4 INCH",31201509,3500
REC_2948,7,BPCL,"CL-300LB, SS316, 4 "", SPIRAL WOUND GASKET",31201509,3500
REC_2949,7,ONGC,"4 IN, SS316, 300LB, SPIRAL WOUND GASKET",31201509,3500
REC_2950,7,BPCL,"CL-300LB, 4 "", SPIRAL WOUND GASKET, SS316",31201509,3500
REC_2951,7,OIL,"100 MM, SPIRAL WOUND GASKET, CL-300, SS316",31201509,3500
REC_2952,7,IOCL,"4 "", CLASS 300, SS316, SPIRAL WOUND GASKET",31201509,3500
REC_2953,7,BPCL,"SS316, SPIRAL WOUND GASKET, 4 "", CL-300#",31201509,3500
REC_2954,7,ONGC,"SPIRAL WOUND GASKET, 100 MM, CLASS 300, SS316",31201509,3500
REC_2955,7,IOCL,"4 INCH, SPIRAL WOUND GASKET, SS316, 300",31201509,3500
REC_2956,7,OIL,"4 INCH, SPIRAL WOUND GASKET, 300#, SS316",31201509,3500
REC_2957,7,OIL,"SPIRAL WOUND GASKET, SS316, CL-300LB, 4 IN",31201509,3500
REC_2958,7,IOCL,"SS316, 100 MM, SPIRAL WOUND GASKET, CL 300",31201509,3500
REC_2959,7,IOCL,"SS316, SPIRAL WOUND GASKET, CLASS 300#, 100 MM",31201509,3500
REC_2960,7,OIL,"300, SPIRAL WOUND GASKET, SS316, 4 INCH",31201509,3500
REC_2961,7,IOCL,"SS316, 4 INCH, CLASS 300, SPIRAL WOUND GASKET",31201509,3500
REC_2962,7,BPCL,"4 "", SPIRAL WOUND GASKET, CLASS 300, SS316",31201509,3500
REC_2963,7,ONGC,"SPIRAL WOUND GASKET, SS316, 4 INCH, CLASS 300",31201509,3500
REC_2964,7,IOCL,"4 IN, CLASS 300LB, SS316, SPIRAL WOUND GASKET",31201509,3500
REC_2965,7,OIL,"SPIRAL WOUND GASKET, SS316, CL 300LB, 4 INCH",31201509,3500
REC_2966,7,OIL,"4 IN, SS316, 300, SPIRAL WOUND GASKET",31201509,3500
REC_2967,7,ONGC,"SS316, SPIRAL WOUND GASKET, 4 IN, CLASS 300",31201509,3500
REC_2968,7,IOCL,"4 "", CL-300#, SS316, SPIRAL WOUND GASKET",31201509,3500
REC_2969,7,BPCL,"CLASS 300, 4 "", SS316, SPIRAL WOUND GASKET",31201509,3500
REC_2970,7,IOCL,"CL 300, 4 INCH, SPIRAL WOUND GASKET, SS316",31201509,3500
REC_2971,7,ONGC,"SPIRAL WOUND GASKET, 4 IN, SS316, CL-300",31201509,3500
REC_2972,7,OIL,"CL-300, SPIRAL WOUND GASKET, 4 "", SS316",31201509,3500
